SMILE A,SMILE B,SMILE C,SMILE D,SMILE E,Young's Modulus (kPa) log10,À´Ô´
[*]O[C@H](C)CC([*])=O,CCCCCCCCCCCCCCCCCCOC(CCC1=CC(C(C)(C)C)=C(C(C(C)(C)C)=C1)O)=O,,,,6.060697840353612,10.1002_app.49713_part_2.txt_¶Î1_Material1
[*]C(C)C[*],[Mg],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,6.147985320683805,10.1002_pc.24926_part_2.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[*]C(C)C[*],O=[Si]=O,,,5.466081325,10.1002_pc.22331_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],,,6.707570176097937,10.4028_www.scientific.net_amr.1125.271_part_1.txt_¶Î1_Material1
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,OP(O)(O)=O,[*]OCC[*],[*][C@H]1[C@H](O)[C@@H](O)[C@H](OC2C(O)C(OC(C)=O)C(O[*])OC2CO)O[C@@H]1CO,,6.176091259055681,10.1080_19443994.2015.1084597_part_3.txt_¶Î1_Material2
[*]C(C)C[*],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,,5.91747925153495,10.14419_ijet.v7i4.35.23090_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,6.363047594521094,10.1039_c6py01933a_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]CCCCO[*],CC1(CC(CC(C)(C1)C)N=C=O)CN=C=O,,,4.544068044350276,10.1007_s10965-019-1795-4_part_2.txt_¶Î1_Material1
FC(F)([*])C([H])([*])[H],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,,,5.840983837320378,10.1016_j.jcis.2015.05.002_part_1.txt_¶Î1_Material3
O=C([*])CCCCCN[*],O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[OH-],,,,6.444044795918076,10.1166_jnn.2011.3955_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=C([*])C(C)O[*],,,,6.447158031342219,10.1016_j.compositesb.2017.07.030_part_1.txt_¶Î1_Material2
[*]CC[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],C[N+](CCO)(CCO)[3H],,,6.079181246047625,10.1016_j.matchemphys.2017.05.054_part_5.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,8.123198075031999,10.1002_pen.24853_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,,7.483587296968894,10.1016_j.polymertesting.2020.106680_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]CC[*],,,,6.32221929473392,10.4028_www.scientific.net_amm.754-755.54_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=C([*])CCCCCN[*],O=[Si]=O,,,7.096910013008056,10.1177_0021998320906007_part_2.txt_¶Î1_Material2
C[Si](C)(C[*])O[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,,5.715167357848458,10.1002_app.48641_part_1.txt_¶Î1_Material1
[*]C(C=C1)=CC=C1S[*],[*]OCC[*],,,,5.230448921378274,10.1016_j.memsci.2017.02.040_part_2.txt_¶Î1_Material1
[*]CNCC1=CC=CC([*])=C1O,[H][O-],O=[Si]=O,,,6.68304703823885,10.1177_0967391120903664_part_2.txt_¶Î1_Material3
[*]C(C)C[*],O=[Al]O[Al]=O,,,,6.126131407261984,10.4028_www.scientific.net_msf.727-728.1729_part_1.txt_¶Î1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[Zn]=O,[Mg],,,4.123851640967086,10.1021_acsanm.9b01540_part_4.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[Na+].[Cl-],O=C(OOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,,,4.248953615495708,10.1007_s10965-016-1044-z_part_2.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]OCC[*],,,,6.271841606536499,10.1007_s10924-020-01836-2_part_1.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,,,6.544068044350276,10.1007_s10570-015-0798-5_part_6.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,[*]CCCC([*])C(OC)=O,,,6.505149978319906,10.3390_polym11050771_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[Ca+2],CCN=C=NCCCN(C)C,,,3.7781512503836434,10.1021_bm1013052_part_2.txt_¶Î1_Material1
[*]C(C)C[*],O=C(C(C[*])[*])N,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,[*]OCC[*],,5.278753600952829,10.1016_j.matlet.2020.127487_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[C],,,,6.447158031342219,10.1002_app.33890_part_2.txt_¶Î1_Material1
[*]C/C=C/CCC([*])C#N,COC1=CC(/C=C/C=O)=CC(OC2=CC(C(C(OC3=CC=C(C=C3OC)C(C(CO)=O)O)CO)O)=CC=C2OC4=CC(C(C(COC5=CC=C(C=C5)C(C(CO)=O)O)=O)O)=CC=C4O)=C1,,,,4.123851640967086,10.1002_app.42922_part_2.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[H]C(=O)/C([H])=C(\[H])C1=CC=CC=C1,,,,6.57978359661681,10.1016_j.measurement.2016.05.012_part_1.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]C([H])([H])C(O)([H])[*],C1OC1C[N+]([CH3])([CH3])[CH3].[Cl-],,,5.480538699921856,10.1007_s13233-018-6127-8_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,,,,6.387211800313731,10.3144_expresspolymlett.2020.76_part_3.txt_¶Î1_Material1
COC(C(C[*])([*])C)=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],,,6.361727836017593,10.1080_10667857.2018.1541212_part_1.txt_¶Î1_Material1
[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,[H]O[H],,,7.26245108973043,10.1039_c9qm00282k_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,,7.252853030979893,10.3390_app9234987_part_1.txt_¶Î1_Material1
OC(C(C1OC2OC(C(C(C2O)O)OC3OC(C(C(C3O)O)O)COC4OC(C(C(C4O)O)OC5OC(C(C(C5O)O)OC6OC(C(C(C6O)O[*])O)C)CO)CO)CO)O[*])COC1CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,,6.079181246047625,10.1007_s10570-012-9673-9_part_2.txt_¶Î1_Material1
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,[*]C(CCCCCO[*])=O,OCC(O)CO,[Mg],,5.607455023214668,10.1016_j.fpsl.2015.04.001_part_1.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],[*]C([H])([H])C(O)([H])[*],OCC(O)CO,,,5.498310553789601,10.1007_s00396-011-2556-z_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OP(O)(O)=O,O=C([*])C(C)O[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,,6.57287160220048,10.3390_polym13152531_part_3.txt_¶Î1_Material2
[*]C(C)C[*],[*]CC[*],[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,5.986278955905991,10.1088_2053-1591_ab1d37_part_3.txt_¶Î1_Material1
C=C([CH3])C(=O)O[CH3],[*]C1C(OC(C(O)C1O)OC2C(O)C(O)C(OC2C(O[Na])=O)O[*])C(O[Na])=O,,,,6.041392685158225,10.1007_s10570-018-1725-3_part_2.txt_¶Î1_Material1
[*]CC[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,5.5843312243675305,10.1177_0967391120976270_part_2.txt_¶Î1_Material3
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=[Si]=O.[Ca]=O,O=[Si]=O,[H]O[H],,6.041392685158225,10.1155_2013_763276_part_1.txt_¶Î1_Material1
[*]CC[*],[*]CCC(CCCCCC)C[*],[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,6.079181246047625,10.1080_03602559.2010.531416_part_1.txt_¶Î1_Material1
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[Ag+],,,5.7160033436348,10.1039_c2ra00006g_part_2.txt_¶Î1_Material1
[*]C(C)C[*],[*]CCC(CCCC(CCCC(C[*])C)C)C,CO[Si](OC)(OC)CCCOCC1CO1,,,6.062581984228163,10.1007_s10965-017-1291-7_part_2.txt_¶Î1_Material1
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,,,,7.094261442720502,10.1177_08927057211018491_part_3.txt_¶Î1_Material2
[*]C(CCCCCO[*])=O,[*]OCC[*],[H][O-],,,4.161368002234975,10.1002_pat.4016_part_2.txt_¶Î1_Material1
OP(O)(O)=O,[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,6.447158031342219,10.4188_jte.57.1_part_1.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],S=[Mo]=S,[C],,,6.4734869700645685,10.1002_pen.23428_part_1.txt_¶Î1_Material1
OP(O)(O)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,,5.5075860397630105,10.1016_j.carbpol.2017.01.089_part_2.txt_¶Î1_Material1
[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],O=C(C(C[*])[*])N,O=S([CH3])[CH3],,,1.3979400086720375,10.1021_acsami.9b00314_part_5.txt_¶Î1_Material1
[*]OCC[*],C=C([CH3])C(=O)O[CH3],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,5,10.1155_2015_101692_part_2.txt_¶Î1_Material2
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,,6.117271295655764,10.1016_j.tca.2013.06.019_part_4.txt_¶Î1_Material1
[*]OCCCCOC(CCC([*])=O)=O,[*]OCCCCOC(CCC([*])=O)=O,,,,6.355068206348851,10.1007_s12649-019-00591-3_part_2.txt_¶Î1_Material1
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]O[C@@]([H])(C)C(O[C@](C)([H])C([*])=O)=O,,,,6.011739561388318,10.1002_app.48970_part_2.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=[Zr]=O,,,,6.494154594018442,10.1177_0954008312440714_part_2.txt_¶Î1_Material1
[*]C/C=C/CCC([*])C#N,[*]CC([*])Cl,,,,6.146128035678238,10.1007_s10973-019-09194-5_part_1.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,C[Si](C)(C[*])O[*],[Zn]=O,,,6.003137276060415,10.1002_pat.4656_part_2.txt_¶Î1_Material2
[*]CC(C1=CC=CC=C1)[*],[*]C(C)C[*],[*]C([H])([H])C(O)([H])[*],,,6.079181246047625,10.3390_ma12182923_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],C[N+](CCO)(CCO)[3H],,,,6.096562438374136,10.1002_app.50174_part_1.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O,O=[Si]=O,,7.292256071356476,10.1016_j.conbuildmat.2018.03.113_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]OCC[*],,,,5.146128035678238,10.1016_j.msec.2018.04.065_part_1.txt_¶Î1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[C],,,,5,10.9713_kcer.2015.53.6.703_OA_part_1.txt_¶Î1_Material1
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,[*]C([H])([H])C(O)([H])[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,6.078819183098848,10.1016_j.indcrop.2015.03.028_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]CCC(CCCCCC)C[*],O1C(=O)C=CC1=O,,,6.119585774961784,10.1007_s10965-019-1764-y_part_1.txt_¶Î1_Material1
[*]CC[*],[*]CC(C1=CC=CC=C1)[*],,,,6.278753600952829,10.1002_pc.21196_part_1.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,,,5.301029995663981,10.1039_c8nj05653f_part_4.txt_¶Î1_Material1
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]O[C@@]([H])(C)C(O[C@](C)([H])C([*])=O)=O,,,6.32221929473392,10.1021_acssuschemeng.5b00816_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]CCCC([*])OC(C)=O,O=[Si]=O,,,6.182671386675478,10.1016_j.polymertesting.2020.106735_part_2.txt_¶Î1_Material2
O=C([*])C(C)O[*],[*]CCCC([*])OC(C)=O,O=[Ti]=O,,,6.301029995663981,10.1007_s10924-021-02220-4_part_3.txt_¶Î1_Material1
O=C([*])CCCCCO[*],[*]CC(O[*])CN=[N+]=[N-],,,,6.176091259055681,10.1177_0885328213502100_part_2.txt_¶Î1_Material1
[*]CC[*],O=C1C=CC(O1)=O.C=C,O=C1C=CC(O1)=O.C=C,,,6.096910013008056,10.1016_j.indcrop.2018.04.075_part_1.txt_¶Î1_Material3
[*]CC[*],[C],O=[Ti]=O,,,5.544068044350276,10.24237_djes.2012.05112_OA_part_3.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C(CCCCC(OCCCCO[*])=O)=O,NC1=NC2=C(N=CN2C2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]2O)C(=O)N1,[*]OCC[*],,6.431363764158987,10.1016_j.matlet.2019.06.040_part_1.txt_¶Î1_Material1
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[Ag+],,,,6.26528962586083,10.1111_1750-3841.13865_part_2.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,CC1=CC=C(C=C1N=C=O)N=C=O,,,6.209246848753374,10.1080_03602559.2011.553860_part_1.txt_¶Î1_Material4
[*]C(CCCCCO[*])=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,OCC(O)CO,,,4.986771734266245,10.1002_app.34444_part_3.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=C(CCCCCCCCCCCCCCCCC)O[Ca]OC(CCCCCCCCCCCCCCCCC)=O,,,6.469822015978163,10.1016_j.compositesa.2011.05.009_part_1.txt_¶Î1_Material1
[*]CCC(CCCC(CCCC(C[*])C)C)C,[*]CC(C#N)[*],[*]CC(C#N)[*],,,6.334453751150931,10.1002_pc.24903_part_2.txt_¶Î1_Material2
O=C(C(C[*])[*])N,O=[Si]=O.O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O,,,,1,10.1007_s13726-015-0330-7_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]OC(CC(OC(CC([*])=O)CC)=O)C,[*]OC1C(O)C(O)C(OC2C(OC(C(CO)O)=O)C(OC3C(O)C(O)C(OC4C(O)C(O)C(O[*])OC4CO)OC3C(O)=O)OC(CO)C2O)OC1C,[*]OCC1C(C(C(CC1CO)COCC2C(C(C(CC2CO)C[*])O)COCC3C(C(C(C(O3)CO)O)O)COCC4C(C(C(C(O4)C(O)=O)COCC5C(C(C(C(O5)C(O)=O)O)O)O)O)O)O)O,[*]OCC[*],5.892094602690481,10.1016_j.foodhyd.2020.106509_part_2.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,COC1=CC(/C=C/C=O)=CC(OC2=CC(C(C(OC3=CC=C(C=C3OC)C(C(CO)=O)O)CO)O)=CC=C2OC4=CC(C(C(COC5=CC=C(C=C5)C(C(CO)=O)O)=O)O)=CC=C4O)=C1,[K+].[OH-],,7,10.1007_s10570-019-02844-9_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=[Si]=O,O=[Si]=O,,,6.600972895686748,10.1080_00222348.2016.1138179_part_3.txt_¶Î1_Material1
[*]CC[*],[Ti](OCCCC)(OCCCC)(OCCCC)OCCCC,,,,5.8039348498638414,10.1002_app.42073_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],OP(O)(O)=O,[*]OCC[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,5.708420900134713,10.3390_polym11071193_part_1.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,OCC(O)CO,,,6.268343913951065,10.1021_acssuschemeng.8b06009_part_4.txt_¶Î1_Material1
[*]OCC[*],[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,,,,6.954242509439325,10.3390_polym11122064_part_2.txt_¶Î1_Material1
O=[Si]=O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,,7.639486489268586,10.4028_www.scientific.net_amm.752-753.610_part_1.txt_¶Î1_Material1
[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,,,,6.477121254719663,10.1088_1755-1315_700_1_012007_part_3.txt_¶Î1_Material1
[*]NC(C)C(N1CCCC1C([*])=O)=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,,4.812913356642856,10.1080_09205063.2017.1392672_part_7.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,C/C(C[*])=C/C[*],,,6.054708787938054,10.1007_s10924-017-1121-3_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,C[N+](CCO)(CCO)[3H],,,4.683947130751513,10.1002_pc.22191_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[*]OC1C(O)C(O)C(OC2C(CO)OC([*])C(O)C2O)OC1CO,,,,5.785329835010767,10.1002_app.49780_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[Ca+2],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[*]NC(C)C(N1CCCC1C([*])=O)=O,,4.08278537031645,10.1021_cm201119q_part_2.txt_¶Î1_Material1
FC(F)([*])C([H])([*])[H],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,,5.155336037465061,10.3390_polym13132042_part_1.txt_¶Î1_Material2
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,[*]CC(C#N)[*],O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[*]CC(C1=CC=CC=C1)[*],6.02530586526477,10.1002_polb.23762_part_3.txt_¶Î1_Material1
[*]C(C)C[*],[*]CC([*])CC,,,,5.663700925389648,10.1088_1757-899x_490_2_022037_part_2.txt_¶Î1_Material1
[*]C(C)C[*],[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,,,,6.332236415491443,10.1002_app.33611_part_1.txt_¶Î1_Material1
[*]CC[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,O=[Si]=O,,,5.765489734629434,10.1016_j.polymertesting.2019.04.025_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[*]CCCC(CCCCCC)[*],,,,5.607455023214668,10.1177_0095244312465298_part_2.txt_¶Î1_Material3
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,,6.456062224454952,10.1002_app.31222_part_1.txt_¶Î1_Material4
OS(C(F)(F)C(F)(F)OC(C(F)(F)O/C(F)=C(F)\F)(C(F)(F)F)F)(=O)=O.F/C(F)=C(F)/F,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,,5.732393759822968,10.1021_acsaem.9b02417_part_1.txt_¶Î1_Material1
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O,,6.477121254719663,10.1515_polyeng-2011-0125_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]CC[*],O=C([O-])[O-].[Ca+2],O=[Ti]=O,,5.984527313343793,10.1002_pen.25124_part_2.txt_¶Î1_Material2
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O,,,6.698970004336019,10.1080_03602559.2018.1542712_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OP(O)(O)=O,O=C=NC(C=C1)=CC=C1CC2=CC=C(C=C2)N=C=O,,,6.109915863023793,10.1080_03602559.2013.798817_part_1.txt_¶Î1_Material1
[*]O[Si](C)(C)[*],O=[Si]=O,,,,5.938519725176492,10.1177_0954008312446647_part_3.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C([O-])[O-].[Ca+2],O=[Ti]=O,,,5.962842681201242,10.1002_pen.25124_part_2.txt_¶Î1_Material1
O=C(OC1=CC=CC=C1)OC1=CC=CC=C1,[*]C(CCCCCO[*])=O,C[Si](C)(C[*])O[*],O=[Si]=O,,4.636487896353366,10.1007_s11998-016-9806-4_part_2.txt_¶Î1_Material2
