SMILE A,SMILE B,SMILE C,SMILE D,SMILE E,Tensile Strength (MPa) log10,À´Ô´
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,CCCCCCC1=C(SC([*])=C1)[*],,,,1.0681858617461617,10.1002_app.38397_part_2.txt_¶Î1_Material2
O=C(O)C([*])C[*],O=C(O[Na])COCC(OC(C(C1O)O)[*])C1OC(C(C(C2O[*])O)O)OC2COCC(O[Na])=O,[Fe+3],[Na+].[Cl-],,0.6454222693490919,10.1007_s10570-019-02797-z_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[Zn]=O,O=[Si]=O,,,1.5289167002776547,10.1080_03602559.2011.578293_part_2.txt_¶Î1_Material3
[*]C(CCCCCO[*])=O,[*]C(CCCCCO[*])=O,C=C([CH3])C(=O)OC([CH3])[CH3],,,1.14921911265538,10.1002_pat.5367_part_2.txt_¶Î1_Material2
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],O=[Al]O[Al]=O,,,,1.403120521175818,10.1016_j.compstruct.2018.03.062_part_1.txt_¶Î1_Material2
[*]C(C)C[*],[*]OCC[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,1.3010299956639813,10.1021_acsami.6b05635_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,CCCC[Sn](OC(CC(C)CCCCCCCC)=O)(OC(CCCCCCCCCCC)=O)CCCC,,,1.6532125137753435,10.1021_ie503092w_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C(CCCCC(OCCCCO[*])=O)=O,O=C([*])C(C)O[*],,,1.7132384615456615,10.1134_s0965545x1703018x_part_2.txt_¶Î1_Material2
[*]CC[*],C=C([CH3])C(=O)O[CH3],COC(C(C[*])([*])C)=O,,,1.146128035678238,10.1021_ma302187b_part_1.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],[Ag+],[Ag+],,,1.1238516409670858,10.1016_j.polymer.2020.122643_part_5.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]C1OC(CCC)OC(C[*])C1,,,,1.3222192947339193,10.4028_www.scientific.net_msf.798-799.743_part_1.txt_¶Î1_Material1
CC(C)(C1=CC=C(C=C1)OCC(COC(C(C)=C)=O)O)C2=CC=C(C=C2)OCC(COC(C(C)=C)=O)O,[*]CC([*])N1CCCC1=O,,,,1,10.1016_j.rinp.2015.07.002_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,,,1.9204364065507584,10.1016_j.matdes.2013.03.048_part_1.txt_¶Î1_Material1
O=C(C(C[*])[*])N,O=[Si]=O,,,,-0.22184875,10.1155_2015_436583_part_2.txt_¶Î1_Material1
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[Zn]=O,[*]OCC[*],,,1.4194600727860702,10.1088_1757-899x_833_1_012030_part_1.txt_¶Î1_Material1
COC(C(C[*])([*])C)=O,COC(C(C[*])([*])C)=O,O=[Si]=O,,,1.7611758131557314,10.1590_s1516-14392014005000114_part_1.txt_¶Î1_Material1
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,[*]CC[*],,,,1.2750808984568585,10.4028_www.scientific.net_kem.800.210_part_1.txt_¶Î1_Material1
[*]OC(CC(OC(CC([*])=O)CC)=O)C,[*]C(CCCCCO[*])=O,CCOC(=O)C(O)(CC(=O)OCC)CC(=O)OCC,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,1.6020599913279625,10.1007_s10924-016-0795-2_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],C/C(C[*])=C/C[*],C/C(C[*])=C/C[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,1.1139433523068367,10.1007_s10570-019-02262-x_part_3.txt_¶Î1_Material3
O=C([*])CCCCCN[*],FC(F)([*])C([H])([*])[H],,,,1.2329961103921538,10.3390_polym12071572_part_1.txt_¶Î1_Material1
[*]NCCCCCCCCCCCC([*])=O,[*]CC(C1=CC=CC=C1)[*],C/C(C[*])=C/C[*],,,1.6020599913279625,10.1002_adv.21352_part_2.txt_¶Î1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]C(CCCCCO[*])=O,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,,1.5359267413955693,10.1177_1045389x20932212_part_2.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[Zn]=O,[H][O-],,,1.5959369062691735,10.1016_j.matpr.2019.08.146_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,[Ag],,,1.6989700043360187,10.23880_fsnt-16000131_OA_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OP(O)(O)=O,[Ag],,,1.6989700043360187,10.23880_fsnt-16000131_OA_part_1.txt_¶Î1_Material2
[*]C([H])([H])C(O)([H])[*],[*]CC(C#N)[*],OS(=O)(OOS(O)(=O)=O)=O.N.N,,,1.6989700043360187,10.1016_j.electacta.2016.06.098_part_1.txt_¶Î1_Material1
[*]CC([*])Cl,[Ag],,,,1.2329961103921538,10.1080_00914037.2012.670821_part_1.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC(O)CO,,1.6532125137753435,10.1016_j.reactfunctpolym.2021.105013_part_2.txt_¶Î1_Material1
[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,[*]OCC[*],[Fe+3],,,0.9777236052888476,10.1021_acsami.8b02929_part_1.txt_¶Î1_Material1
[*]CCCC([*])OC(C)=O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,,1.2671717284030135,10.1016_j.radphyschem.2011.06.008_part_2.txt_¶Î1_Material2
O=C([*])CCCCCN[*],[*]C(C)C[*],C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,,,2.2380461031287955,10.3390_ma11030429_part_2.txt_¶Î1_Material1
N#CC(C1=CC=CC=N1)C1=CC=CC=C1,O=C(O)C([*])C[*],,,,1.0791812460476249,10.1016_j.polymdegradstab.2016.08.003_part_2.txt_¶Î1_Material1
[*]C(C)C[*],C(CC=O)CC=O,[*]C([H])([H])C(O)([H])[*],,,0.859738566197147,10.4028_www.scientific.net_msf.944.521_part_1.txt_¶Î1_Material3
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,C/C(C[*])=C/C[*],O=[Ti]=O,,,1.3010299956639813,10.3390_polym13010143_part_4.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=C([*])C(C)O[*],,,,1.3010299956639813,10.1051_matecconf_201925302005_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,1.434568904034199,10.1007_s10570-019-02775-5_part_3.txt_¶Î1_Material1
OP(O)(O)=O,[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,,,,1.3579348470004535,10.4028_www.scientific.net_amr.1015.381_part_1.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],[Ca+2],[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,,1.4402792132355882,10.1016_j.wndm.2017.01.001_part_6.txt_¶Î1_Material1
OC1C(C(OC(C1O)OC2C(OC(C(C2O)O)OC3C(C(C(OC3C(OC)=O)OC4C(OC(C(C4O)O)[*])C(O)=O)O)O)C(OC)=O)C(O)=O)O[*],,,,,2.1367205671564067,10.1016_j.fbp.2019.09.010_part_2.txt_¶Î1_Material1
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]C([H])([H])C(O)([H])[*],,,1.1658376246901283,10.1002_star.201400119_part_1.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],,,,1.4533183400470375,10.1177_0731684418761224_part_2.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,,1.4471580313422192,10.1155_2012_381342_part_1.txt_¶Î1_Material1
[*]NC(C)C(N1CCCC1C([*])=O)=O,[*]C([H])([H])C(O)([H])[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,,1.1205739312058498,10.1007_s12221-019-9341-x_part_2.txt_¶Î1_Material1
[*]CCCC([*])OC(C)=O,[*]C/C=C/CCC([*])C#N,,,,1.1448854182871424,10.1016_j.polymertesting.2017.03.002_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC[*],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,1.3961993470957363,10.1515_polyeng-2013-0107_part_2.txt_¶Î1_Material1
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]OCC[*],C=C([CH3])C(=O)OC([CH3])[CH3],,,1.7676010680503356,10.1007_s42452-020-2936-4_part_2.txt_¶Î1_Material1
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,[*]CC([*])Cl,,,,1.4941545940184429,10.1016_j.polymer.2020.122198_part_3.txt_¶Î1_Material1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[*]OCC[*],CC(C(=O)O)(CO)CO,,,1.5236164190543708,10.1016_j.matchemphys.2013.11.052_part_1.txt_¶Î1_Material1
[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,[*]C([H])([H])C(O)([H])[*],OC(CO)CO,,,1.6557145496187098,10.5539_ijc.v2n1p174_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,O1C(=O)C=CC1=O,,,1.5440680443502757,10.1016_j.compstruct.2017.01.071_part_3.txt_¶Î1_Material1
[*]C/C=C/CCC(C=C)CC([*])C1=CC=CC=C1,[*]CCCC([*])OC(C)=O,[*]CC(C1=CC=CC=C1)[*],[*]CC(C1=CC=CC=C1)C/C=C/C[*],,0.9242792860618816,10.1080_00222341003609468_part_2.txt_¶Î1_Material1
CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,,1.81690383937566,10.3390_polym13111878_part_2.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,,,,1.3117538610557542,10.1590_1980-5373-mr-2019-0192_part_1.txt_¶Î1_Material4
O=C(C(C[*])[*])N,OC1C(C(OC(C1O)OC2C(OC(C(C2O)O)OC3C(C(C(OC3C(OC)=O)OC4C(OC(C(C4O)O)[*])C(O)=O)O)O)C(OC)=O)C(O)=O)O[*],,,,-0.045757491,10.1039_c7sm02005h_part_2.txt_¶Î1_Material1
[*]CCCC([*])OC(C)=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,,,1.421603926869831,10.1080_03602559.2016.1227843_part_5.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],[*]CC(C#N)[*],[Ag],O=S(O)(O)=O,,0.9324737646771531,10.1108_prt-11-2016-0101_part_2.txt_¶Î1_Material2
[*]C(CCCCCO[*])=O,[Cu],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,0.9523080096621253,10.1007_s13369-021-05363-7_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,OC(C(CC(O)=O)(CC(O)=O)O)=O,OCC(O)CO,,1.018284308426531,10.4028_www.scientific.net_ssp.264.156_part_1.txt_¶Î1_Material1
[*]CC(OC(O[*])=O)C,[*]OCC[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,1.2013971243204515,10.1007_s10924-019-01509-9_part_2.txt_¶Î1_Material1
CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,,1.8750612633917,10.1016_j.matpr.2017.02.219_part_2.txt_¶Î1_Material1
[*]CC[*],[*]CCC(CCCCCC)C[*],,,,1.1522883443830565,10.1016_j.polymertesting.2021.107094_part_2.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],[*]CC(C#N)[*],[H]Cl,,,1.4742162640762553,10.1080_14658011.2015.1136481_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,,,1.6989700043360187,10.1080_03602559.2018.1466167_part_1.txt_¶Î1_Material1
[*]CC(C1=CC=CC=C1)[*],[*]CCCC(CCCCCC)[*],C[N+](CCO)(CCO)[3H],,,1.187520720836463,10.1002_app.48748_part_3.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]NC1=CC=C([*])C=C1,,,2.105680462945809,10.1016_j.compositesa.2011.04.005_part_1.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],O=C([*])CCCCCN[*],[*]C(F)(C(F)([*])F)F,S=[Mo]=S,,1.7993405494535817,10.1016_j.matpr.2021.08.296_part_1.txt_¶Î1_Material3
[*]CCCCO[*],O=C=NC(C=C1)=CC=C1CC2=CC=C(C=C2)N=C=O,CCCC[Sn](CCCC)(OC(CCCCCCCCCCC)=O)OC(CCCCCCCCCCC)=O,,,1.230448921378274,10.2478_pjct-2013-0070_part_1.txt_¶Î1_Material2
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],O=[Zr]=O,,,,1.2576785748691846,10.1016_j.compstruct.2018.03.062_part_1.txt_¶Î1_Material3
[*]C(F)(C(F)([*])F)F,[*]CC[*],,,,1.434568904034199,10.1016_j.polymer.2021.123506_part_2.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],[*]OCC[*],O=[Al]O[Al]=O,,,1.4771212547196624,10.1016_j.seppur.2018.08.026_part_6.txt_¶Î1_Material1
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,[*]C(CCCCC(OCCCCO[*])=O)=O,,,,1.1139433523068367,10.1016_j.carbpol.2020.116392_part_2.txt_¶Î1_Material2
[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,C(CC=O)CC=O,,,,0.8785217955012065,10.1002_mame.201200038_part_1.txt_¶Î1_Material1
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,,,1.7160033436347992,10.1002_adv.21918_part_2.txt_¶Î1_Material1
[*]C(C)C[*],[*]C1=CC=C([*])N1,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,[*]C(C)C[*],,1.479719235439571,10.1080_03602559.2014.909472_part_2.txt_¶Î1_Material2
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC[*],[*]OCC[*],,,1.6020599913279625,10.1021_ie303382g_part_1.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],CC(C=C([*])C=C1C)=C1O[*],[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O,,,2.1760912590556813,10.3390_ma13153400_part_1.txt_¶Î1_Material1
CC1(CC(CC(C)(C1)C)N=C=O)CN=C=O,C[Si](C)(C[*])O[*],[*]C(CCCCCO[*])=O,,,1.2227164711475833,10.1016_j.polymertesting.2020.106485_part_1.txt_¶Î1_Material2
[*]C(C)C[*],[*]C(C)C[*],CCCCCCCCCCCCCCCCCCOC(CCC1=CC(C(C)(C)C)=C(C(C(C)(C)C)=C1)O)=O,NC1=CC=C(C=C1)/C2=C3C=C/C(N\3)=C(C4=N/C(C=C4)=C(C5=CC=C(N5)/C(C6=CC=CC=C6)=C7N=C2C=C\7)/C8=CC=CC=C8)\C9=CC=CC=C9,,1.3692158574101427,10.1007_s12221-015-5347-1_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C(C)C[*],,,0.9590413923210936,10.1080_10402004.2017.1406173_part_3.txt_¶Î1_Material2
C=C([CH3])C(=O)O[CH3],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[*]OCC[*],,,1.3617278360175928,10.1002_app.37581_part_1.txt_¶Î1_Material1
[*]OC1C(C(OC(C1O)OC2C3C(C(OC2CO3)[*])O)CO)O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,OC(C(CC(O)=O)(CC(O)=O)O)=O,,,0.9493900066449128,10.3390_polym12020291_part_2.txt_¶Î1_Material1
[*]CC[*],O=C([*])C(C)O[*],,,,1.3053513694466237,10.1134_s0965545x16010077_part_1.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,O[Si](O)(O[Si](O)(O)O)O.[Al].[Al].O,,,,1.3854275148051305,10.1016_j.sbspro.2015.06.386_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CCC(CCCC(CCCC(C[*])C)C)C,,,1.7219754015859534,10.1080_00222348.2011.565273_part_2.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,1.5440680443502757,10.1016_j.compositesa.2016.03.011_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,,,1.9095560292411755,10.1016_j.matdes.2014.03.016_part_2.txt_¶Î1_Material1
[*]NCCCCCCCCCCCC([*])=O,C/C(C[*])=C/C[*],,,,1.6720978579357175,10.1007_s10965-016-0985-6_part_2.txt_¶Î1_Material1
[*]CCC(CCCC(CCCC(C[*])C)C)C,C[Si](C)(C[*])O[*],,,,1.314077991779213,10.1039_c9sm01952a_part_4.txt_¶Î1_Material2
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,C[N+](CCO)(CCO)[3H],,,,0.9885589568786156,10.1002_app.31303_part_3.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],C[Si](C)(C[*])O[*],,,,2.3201462861110542,10.1002_app.50170_part_3.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC(O)CO,,,1.3096301674258988,10.3390_polym11030491_part_1.txt_¶Î1_Material1
[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,1.7693773260761383,10.1080_25740881.2020.1793197_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=C=NC(C=C1)=CC=C1CC2=CC=C(C=C2)N=C=O,,,1.8506462351830664,10.1007_s10570-020-03197-4_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[*]C/C=C/CCC(C=C)CC([*])C1=CC=CC=C1,CCO,,,1.0737183503461227,10.1016_j.radphyschem.2010.08.015_part_2.txt_¶Î1_Material1
[*]C1=C(C(C[*])=CC=C1)O,,,,,1.6910814921229684,10.1016_j.polymer.2019.122053_part_2.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],[*]C(C(C1O)O)OCC1OC(C(C2O)OC(C)=O)OCC2OC(OCC(C3O)OC4OCC(C(C4O)OC(C)=O)OC5OCC(C(C5OC(C)=O)OC(C)=O)[*])C3OC(C(C(C6OC)O)O)OC6C([O-])=O,,,,1.436162647040756,10.3390_ma11091589_part_1.txt_¶Î1_Material1
[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COCCO)OC1COCCO,[*]C([H])([H])C(O)([H])[*],,,,1.2695129442179165,10.1021_acsabm.9b00589_part_2.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],FC(F)([*])C([H])([*])[H],O=[Ti]=O,,,1.354108439147401,10.1007_s11581-016-1925-5_part_1.txt_¶Î1_Material3
[*]CC([*])Cl,[*]CC(C(OC)=O)(CC(C/C=C/CCC(C1=CC=CC=C1)[*])C#N)C,,,,1.631443769013172,10.1002_app.46839_part_2.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,C12=C3C(C=CC4C3=C5C(CC6=CC7=C8C9=C(C(C=C%10)=CC=C9C=C7)C%11=C%10C%12)=CC4)=CC=C1C=C%12C%13=C%11C8=C6C5=C2%13,,,,1.904607363815448,10.1016_j.matlet.2021.130522_part_1.txt_¶Î1_Material1
