SMILE A,SMILE B,SMILE C,SMILE D,SMILE E,Elongation at Break (%) log10,À´Ô´
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[H]C(=O)/C([H])=C(\[H])C1=CC=CC=C1,OCCOC1C(OCCO)C(C(OCCO)COCCOC(CCCCCCCCCCCCCCCCC)=O)OC1,,1,10.1016_j.foodhyd.2017.12.012_part_1.txt_¶Î1_Material1
[*]C/C=C/CCC(C/C=C\C[*])C=C,[*]C/C=C/CCC(C/C=C\C[*])C=C,C[N+](CCO)(CCO)[3H],CC(C(=O)O)(CO)CO,,2.0791812460476247,10.1016_j.polymer.2016.07.039_part_1.txt_¶Î1_Material1
[*]CC([*])N1CCCC1=O,[Ag+],,,,1.380211241711606,10.1021_acsami.9b11217_part_4.txt_¶Î1_Material1
C/C(C[*])=C/C[*],COC(C(C[*])([*])C)=O,[C],,,2.781755374652469,10.1177_0021998316689721_part_1.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,CCOC(=O)C(O)(CC(=O)OCC)CC(=O)OCC,,,1.3222192947339193,10.1007_s10570-019-02881-4_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[*]C(C)C[*],[Zn]=O,,,2.387389826338729,10.1016_j.proche.2012.06.021_part_1.txt_¶Î1_Material1
[*]C(C)C[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,O1C(=O)C=CC1=O,,1.3010299956639813,10.1002_app.33715_part_1.txt_¶Î1_Material1
[*]CCCC(CCCCCC)[*],[*]C(C)C[*],[*]C(C)C[*],[*]C(C)C[*],,1.413299764081252,10.3144_expresspolymlett.2015.29_part_1.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,1.3979400086720375,10.1016_j.ijbiomac.2019.04.115_part_1.txt_¶Î1_Material1
[*]CCCCO[*],CC1=CC=C(C=C1N=C=O)N=C=O,,,,2.681241237375587,10.1007_s10965-012-0057-5_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[S],CC1=CC(O)=C(C=C1CCCC(C2=C(C=C(C(C(C)(C)C)=C2)O)C)C3=CC(C(C)(C)C)=C(C=C3C)O)C(C)(C)C,,,2.716003343634799,10.1080_03602559.2012.715361_part_1.txt_¶Î1_Material1
[*]C(C)C[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,,2.0791812460476247,10.1080_15583724.2015.1019136_part_6.txt_¶Î1_Material1
[*]CCCC([*])OC(C)=O,C[Si](C)(C[*])O[*],O=C([O-])[O-].[Ca+2],[Al],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O.O,2.8512583487190755,10.1002_pc.23595_part_1.txt_¶Î1_Material1
[*]CC[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OCC(O)CO,,,2,10.1016_j.carbpol.2013.10.052_part_1.txt_¶Î1_Material1
[*]OC1C(O)C(O)C(OC2C(CO)OC([*])C(O)C2O)OC1CO,,,,,0.7993405494535817,10.1007_s10570-017-1268-z_part_3.txt_¶Î1_Material1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,OCC(O)CO,,,,1.7548832282521676,10.1016_j.foodhyd.2019.105201_part_2.txt_¶Î1_Material1
[*]CC([*])Cl,[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,O=C(CCCCCCCCCCCCCCCCC)O[Ca]OC(CCCCCCCCCCCCCCCCC)=O,,,2.488127496247458,10.1007_s12221-020-9665-6_part_1.txt_¶Î1_Material1
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C,OCC(O)CO,CCO,OCCOC1C(OCCO)C(C(OCCO)COCCOC(CCCCCCCCCCCCCCCCC)=O)OC1,1,10.1002_app.48832_part_1.txt_¶Î1_Material1
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,OCC(O)CO,OCC1O[C@H](C(C([C@@H]1O)O)O)O,,2.17868923977559,10.4028_www.scientific.net_kem.751.290_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],C=C([CH3])C(=O)O[CH3],C=C(C(OCC1CO1)=O)C,,,0.3979400086720376,10.1080_15440478.2021.1916672_part_1.txt_¶Î1_Material1
C(C)(C1=CC=C(OCC2CO2)C=C1)(C)C1=CC=C(OCC2CO2)C=C1,[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O,,,,1.1205739312058498,10.1002_app.31860_part_2.txt_¶Î1_Material1
[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,O=[Si]=O,O=[Si]=O,[H][Si]([H])([H])[H],,2.899273187317604,10.1039_c8sm01712c_part_1.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OCC(O)CO,OCCOC1C(OCCO)C(C(OCCO)COCCOC(CCCCCCCCCCCCCCCCC)=O)OC1,,,1.4402792132355882,10.1016_j.jfoodeng.2012.07.009_part_1.txt_¶Î1_Material2
[*]C(C)C[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,NC1=CC=C(C=C1)/C2=C3C=C/C(N\3)=C(C4=N/C(C=C4)=C(C5=CC=C(N5)/C(C6=CC=CC=C6)=C7N=C2C=C\7)/C8=CC=CC=C8)\C9=CC=CC=C9,[H][Si]([H])([H])[H],,1.1760912590556811,10.1016_j.compositesb.2014.10.010_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,,,,,2.4896772916636984,10.1179_1432891714z.0000000001089_part_1.txt_¶Î1_Material1
[*]C/C=C/CCC(C=C)CC([*])C1=CC=CC=C1,O=[Si]=O,[*]OCC[*],,,2.4771212547196626,10.3390_polym13050788_part_3.txt_¶Î1_Material1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,CC1=CC=C(C=C1N=C=O)N=C=O,CC1(CC(CC(C)(C1)C)N=C=O)CN=C=O,,,1.5314789170422551,10.1557_opl.2013.839_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,CC(CC(C(C(O1)=O)CC1=O)[*])C[*],,,1.1846914308175989,10.1088_1757-899x_432_1_012039_part_1.txt_¶Î1_Material1
[*]C/C=C/CCC(C=C)CC([*])C1=CC=CC=C1,,,,,2.6848453616444123,10.1002_app.33165_part_2.txt_¶Î1_Material1
O=C(C(C[*])[*])N,[Al+3],[Fe+3],,,3.271841606536499,10.1021_acs.macromol.8b02269_part_1.txt_¶Î1_Material1
[*]CC([*])Cl,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,,1.3617278360175928,10.1070_rcr4477_part_3.txt_¶Î1_Material1
[*]C/C=C/CCC([*])C#N,[*]CCCC([*])OC(C)=O,,,,2.544068044350276,10.1002_pc.26049_part_1.txt_¶Î1_Material1
[*]NC(C)C(N1CCCC1C([*])=O)=O,[*]OCC[*],[Na+].[Cl-],,,1.1760912590556811,10.1016_j.msec.2019.110105_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],C[N+](CCO)(CCO)[3H],C[N+](CCO)(CCO)[3H],,,1.9590413923210936,10.1016_j.compscitech.2011.09.003_part_1.txt_¶Î1_Material1
O=C(C(C[*])[*])N,[*]C([H])([H])C(O)([H])[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,Cl[Fe](Cl)Cl,OCC(O)CO,2.7323937598229686,10.1016_j.carbpol.2020.117019_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[S],,,,2.6020599913279625,10.1002_masy.201900150_part_1.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,C=C(C)C(=O)OCC(O)COC1=CC=C(C(C2=CC=C(O)C=C2)(C)C)C=C1,O=[Si]=O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,0.6627578316815741,10.1016_j.polymertesting.2020.107008_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,[Al],,,1.3617278360175928,10.1016_j.polymdegradstab.2015.11.007_part_1.txt_¶Î1_Material1
[*]CC(C#N)[*],O=C(O[Na])COCC(OC(C(C1O)O)[*])C1OC(C(C(C2O[*])O)O)OC2COCC(O[Na])=O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,1.80291048941904,10.1002_pen.25736_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],O[Si](O)(O[Si](O)(O)O)O.[Al].[Al].O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,,2.9834909718151663,10.4028_www.scientific.net_kem.471-472.622_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,,,,2,10.1016_j.bioactmat.2020.02.006_part_1.txt_¶Î1_Material1
[*]C(C)C[*],CC(CC(C(C(O1)=O)CC1=O)[*])C[*],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,2.0453229787866576,10.1002_pc.22393_part_1.txt_¶Î1_Material2
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[H][Si]([H])([H])[H],,,,1.5828584622244994,10.1007_s12221-019-9189-0_part_1.txt_¶Î1_Material1
O=C([*])CCCCCCCCCCC(NCCCCCCCCCCN[*])=O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,O=C([O-])[O-].[Ca+2],,,2.0752549005329,10.1007_s12221-017-1074-0_part_1.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CC([*])N1CCCC1=O,[*]C([H])([H])C(O)([H])[*],[Ag],,1.0413926851582251,10.1134_s1070427213040186_part_1.txt_¶Î1_Material1
[*]C(C)C[*],C=C,O=[Si]=O,,,1,10.3139_217.2411_part_3.txt_¶Î1_Material1
[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,[Zn]=O,O=C(O)CCCCCCCCCCCCCCCCC,[S],2.544068044350276,10.1002_vnl.21369_part_1.txt_¶Î1_Material1
[*]C/C=C/CCC([*])C#N,O=[Si]=O,[H][Si]([H])([H])[H],,,2.505149978319906,10.3139_217.2522_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[*]NC1=CC=C([*])C=C1,O=[Si]=O,,,0.9030899869919436,10.1016_j.synthmet.2012.06.012_part_1.txt_¶Î1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,O=C(O)C(C[*])CC(CC(C(C(O)=O)[*])C(O)=O)C(O)=O,,,,2,10.1080_10601325.2018.1561151_part_2.txt_¶Î1_Material1
OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,OC(CO)CO,CCO,2.064832219738574,10.1016_j.cej.2021.130088_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[*]C(C)C[*],,,,0.6989700043360189,10.1007_s00289-011-0642-5_part_2.txt_¶Î1_Material1
[*]C/C=C/CCC(C=C)CC([*])C1=CC=CC=C1,[C],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,O=C(O)CCCCCCCCCCCCCCCCC,CC1=CC(O)=C(C=C1CCCC(C2=C(C=C(C(C(C)(C)C)=C2)O)C)C3=CC(C(C)(C)C)=C(C=C3C)O)C(C)(C)C,2.674861140737812,10.1002_app.36710_part_1.txt_¶Î1_Material1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,,,1.940516484932568,10.1016_j.foodchem.2015.09.004_part_2.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,O1C(=O)C=CC1=O,,,,2.1179338350396413,10.1016_j.indcrop.2015.05.080_part_2.txt_¶Î1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,,2.7075701760979363,10.1002_pat.1603_part_1.txt_¶Î1_Material1
OCC1OC(C(C(C1O)O[*])O)OC2C(C(C(OC2COS(=O)(O)=O)[*])NC(C)=O)O,[*]C([H])([H])C(O)([H])[*],OCC(O)CO,,,1.7781512503836436,10.1007_s12221-015-0537-4_part_1.txt_¶Î1_Material1
[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,[*]NC(C)C(N1CCCC1C([*])=O)=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,,,0.8260748027008264,10.3390_ma13143097_part_2.txt_¶Î1_Material1
[*]OCCCCOC(CCC([*])=O)=O,[Ti](OCCCC)(OCCCC)(OCCCC)OCCCC,,,,1.8970770032094204,10.1021_ie501504b_part_1.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,,1.625312450961674,10.1002_app.47748_part_1.txt_¶Î1_Material1
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,0.3304137733491908,10.3390_polym12102211_part_1.txt_¶Î1_Material1
[*]C/C=C/CCC(C=C)CC([*])C1=CC=CC=C1,O=[Si]=O,[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],,,2.8796692056320534,10.1002_pc.25533_part_2.txt_¶Î1_Material1
[*]C(C)C[*],[*]CC[*],,,,1.812913356642856,10.1515_polyeng.2011.102_part_1.txt_¶Î1_Material1
[*]CC[*],[*]O[Si](C)(C)[*],,,,1.1613680022349748,10.1002_pat.3710_part_1.txt_¶Î1_Material1
[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,O=[Si]=O,,,,1.0413926851582251,10.1007_s10853-013-7229-5_part_2.txt_¶Î1_Material1
[*]CCCC([*])OC(C)=O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,,2.2380461031287955,10.1016_j.compscitech.2020.108609_part_1.txt_¶Î1_Material1
C[Si](C)(C[*])O[*],O=[Si]=O,O=[Si]=O,O=[Si]=O,,2.428134794028789,10.1002_app.45544_part_2.txt_¶Î1_Material1
C/C(C[*])=C/C[*],CC1=CC(O)=C(C=C1CCCC(C2=C(C=C(C(C(C)(C)C)=C2)O)C)C3=CC(C(C)(C)C)=C(C=C3C)O)C(C)(C)C,O=C(O)CCCCCCCCCCCCCCCCC,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,[S],2.4771212547196626,10.1002_pc.22473_part_1.txt_¶Î1_Material1
OC1C(C(OC(C1O)OC2C(OC(C(C2O)O)OC3C(C(C(OC3C(OC)=O)OC4C(OC(C(C4O)O)[*])C(O)=O)O)O)C(OC)=O)C(O)=O)O[*],[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]OCC1C(C(C(CC1CO)COCC2C(C(C(CC2CO)C[*])O)COCC3C(C(C(C(O3)CO)O)O)COCC4C(C(C(C(O4)C(O)=O)COCC5C(C(C(C(O5)C(O)=O)O)O)O)O)O)O)O,OCC(O)CO,Cl[Ca]Cl,1.279210512601395,10.1016_j.ijbiomac.2021.04.111_part_1.txt_¶Î1_Material1
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,Cl[Ca]Cl,[Al],,,0.7442929831226762,10.1016_j.carbpol.2015.09.034_part_1.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[Ag+],,0.3222192947339193,10.2147_ijn.s60274_part_1.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]NC1=CC=C([*])C=C1,,,,0.6232492903979004,10.1080_03602559.2013.814145_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[C],,,,2.690196080028514,10.3311_ppch.12122_part_1.txt_¶Î1_Material1
[*]OCC[*],,,,,2.568999154349076,10.1016_j.carbpol.2011.10.027_part_1.txt_¶Î1_Material1
[*]C(C)C[*],NC1=CC=C(C=C1)/C2=C3C=C/C(N\3)=C(C4=N/C(C=C4)=C(C5=CC=C(N5)/C(C6=CC=CC=C6)=C7N=C2C=C\7)/C8=CC=CC=C8)\C9=CC=CC=C9,C[N+](CCO)(CCO)[3H],O=[Si]=O,,0.255272505103306,10.1177_0021998312437234_part_1.txt_¶Î1_Material1
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,[O-]S(C1=CC=CC(O)=C1)(=O)=O.[Na+],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,1.8083460357403949,10.4028_www.scientific.net_amr.129-131.837_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],O=[Si]=O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,,2.9361718020591097,10.4028_www.scientific.net_kem.471-472.622_part_1.txt_¶Î1_Material2
C/C(C[*])=C/C[*],[*]C(CCCCCO[*])=O,,,,2.3138672203691533,10.1016_j.crci.2014.02.003_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],COC(C(C[*])([*])C)=O,COC(C(C[*])([*])C)=O,C(C)(C1=CC=C(OCC2CO2)C=C1)(C)C1=CC=C(OCC2CO2)C=C1,,1,10.1002_app.33662_part_1.txt_¶Î1_Material1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,O=C(O[Na])COCC(OC(C(C1O)O)[*])C1OC(C(C(C2O[*])O)O)OC2COCC(O[Na])=O,OC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,OCC(O)CO,,2.058179196100317,10.3390_foods6060041_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,CC1=CC=C(C=C1N=C=O)N=C=O,N(CC)(CC)CC,[H]O[H],2.7790189719148706,10.4028_www.scientific.net_amm.470.53_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[H][O-],,,,1.1760912590556811,10.1080_2374068x.2018.1468972_part_1.txt_¶Î1_Material1
[*]C(C)C[*],O=C([O-])[O-].[Ca+2],[H][Si]([H])([H])[H],,,0.9041743682841636,10.1007_s12221-017-7276-7_part_1.txt_¶Î1_Material3
[*]C([H])([H])C(O)([H])[*],[*]CC([*])N1CCCC1=O,OCC(O)CO,,,2.146128035678238,10.1002_bit.27743_part_2.txt_¶Î1_Material1
[*]C(C)C[*],[*]CCC(CCCC(CCCC(C[*])C)C)C,O=C(CCCCCCCCCCCCCCCCC)O[Ca]OC(CCCCCCCCCCCCCCCCC)=O,,,1.948412965778601,10.1002_pi.4778_part_1.txt_¶Î1_Material1
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,OCCOC1C(OCCO)C(C(OCCO)COCCOC(CCCCCCCCCCCCCCCCC)=O)OC1,OC(CO)CO,Cl[Ca]Cl,,1.1986570869544226,10.1016_j.ijbiomac.2019.08.215_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[*]NC1=CC=C([*])C=C1,,,,1.5563025007672873,10.1002_app.38532_part_1.txt_¶Î1_Material1
